1,163,440,0,1,1,0,y
2,199,440,0,0,0,0,y
3,235,440,0,0,0,0,y
4,275,425,0,0,0,0,y
5,310,457,0,0,0,0,x
6,293,495,0,0,0,0,x
7,293,528,0,0,0,0,x
8,293,561,1,0,0,0,x
9,293,594,0,0,0,0,x
10,293,628,0,0,0,0,x
11,293,661,0,0,0,0,x
12,293,694,0,0,0,0,x
13,380,694,1,0,0,1,x
131,380,661,1,4,0,0,x
132,380,628,1,4,0,0,x
133,380,594,1,4,0,0,x
134,380,561,1,4,0,0,x
135,380,528,1,4,0,0,x
136,380,495,1,4,0,0,x
137,380,457,1,4,0,0,x
138,380,410,1,4,0,0,x
14,468,694,0,0,0,0,x
15,468,661,0,0,0,0,x
16,468,628,0,0,0,0,x
17,468,594,0,0,0,0,x
18,468,561,0,4,1,0,x
19,468,528,0,0,0,0,x
20,468,495,0,0,0,0,x
21,455,457,0,0,0,0,x
22,488,427,0,0,0,0,y
23,528,440,0,0,0,0,y
24,563,440,0,0,0,0,y
25,599,440,1,0,0,0,y
26,634,440,0,0,0,0,y
27,670,440,0,0,0,0,y
28,705,440,0,0,0,0,y
29,741,440,0,0,0,0,y
30,741,356,1,0,0,1,y
301,705,356,1,3,0,0,y
302,670,356,1,3,0,0,y
303,634,356,1,3,0,0,y
304,599,356,1,3,0,0,y
305,563,356,1,3,0,0,y
306,528,356,1,3,0,0,y
307,488,356,1,3,0,0,y
308,440,356,1,3,0,0,y
31,741,274,0,0,0,0,y
32,705,274,0,0,0,0,y
33,670,274,0,0,0,0,y
34,634,274,0,0,0,0,y
35,599,274,0,3,1,0,y
36,563,274,0,0,0,0,y
37,528,274,0,0,0,0,y
38,488,289,0,0,0,0,y
39,458,257,0,0,0,0,x
40,468,219,0,0,0,0,x
41,468,187,0,0,0,0,x
42,468,153,1,0,0,0,x
43,468,120,0,0,0,0,x
44,468,87,0,0,0,0,x
45,468,53,0,0,0,0,x
46,468,20,0,0,0,0,x
47,380,20,1,0,0,1,x
471,380,53,1,2,0,0,x
472,380,87,1,2,0,0,x
473,380,120,1,2,0,0,x
474,380,153,1,2,0,0,x
475,380,187,1,2,0,0,x
476,380,219,1,2,0,0,x
477,380,257,1,2,0,0,x
478,380,300,1,2,0,0,x
48,293,20,0,0,0,0,x
49,293,53,0,0,0,0,x
50,293,87,0,0,0,0,x
51,293,120,0,0,0,0,x
52,293,153,0,2,1,0,x
53,293,187,0,0,0,0,x
54,293,219,0,0,0,0,x
55,310,257,0,0,0,0,x
56,275,289,0,0,0,0,y
57,235,274,0,0,0,0,y
58,199,274,0,0,0,0,y
59,163,274,1,0,0,0,y
60,128,274,0,0,0,0,y
61,93,274,0,0,0,0,y
62,58,274,0,0,0,0,y
63,22,274,0,0,0,0,y
64,22,356,1,0,0,1,y
641,58,440,1,1,0,0,y
642,93,440,1,1,0,0,y
643,128,440,1,1,0,0,y
644,163,440,1,1,0,0,y
645,199,440,1,1,0,0,y
646,235,440,1,1,0,0,y
647,275,440,1,1,0,0,y
648,320,440,1,1,0,0,y
65,22,440,0,0,0,0,y
66,58,440,0,0,0,0,y
67,93,440,0,0,0,0,y
68,128,440,0,0,0,0,y
