1,145,450,0,1,1,0,y
2,176,450,0,0,0,0,y
3,209,450,0,0,0,0,y
4,245,430,0,0,0,0,y
5,275,470,0,0,0,0,x
6,261,507,0,0,0,0,x
7,261,541,0,0,0,0,x
8,261,575,1,0,0,0,x
9,261,610,0,0,0,0,x
10,261,644,0,0,0,0,x
11,261,678,0,0,0,0,x
12,261,712,0,0,0,0,x
13,340,712,1,0,0,1,x
131,340,678,1,4,0,0,x
132,340,640,1,4,0,0,x
133,340,610,1,4,0,0,x
134,340,575,1,4,0,0,x
135,340,541,1,4,0,0,x
136,340,507,1,4,0,0,x
137,340,470,1,4,0,0,x
138,340,420,1,4,0,0,x
14,418,712,0,0,0,0,x
15,418,678,0,0,0,0,x
16,418,644,0,0,0,0,x
17,418,610,0,0,0,0,x
18,418,575,0,4,1,0,x
19,418,541,0,0,0,0,x
20,418,507,0,0,0,0,x
21,405,470,0,0,0,0,x
22,436,430,0,0,0,0,y
23,472,450,0,0,0,0,y
24,505,450,0,0,0,0,y
25,536,450,1,0,0,0,y
26,568,450,0,0,0,0,y
27,599,450,0,0,0,0,y
28,631,450,0,0,0,0,y
29,662,450,0,0,0,0,y
30,662,365,1,0,0,1,y
301,630,365,1,3,0,0,y
302,599,365,1,3,0,0,y
303,568,365,1,3,0,0,y
304,536,365,1,3,0,0,y
305,505,365,1,3,0,0,y
306,472,365,1,3,0,0,y
307,436,365,1,3,0,0,y
308,385,365,1,3,0,0,y
31,662,285,0,0,0,0,y
32,630,285,0,0,0,0,y
33,599,285,0,0,0,0,y
34,568,285,0,0,0,0,y
35,536,285,0,3,1,0,y
36,505,285,0,0,0,0,y
37,472,285,0,0,0,0,y
38,436,303,0,0,0,0,y
39,405,265,0,0,0,0,x
40,418,225,0,0,0,0,x
41,418,192,0,0,0,0,x
42,418,158,1,0,0,0,x
43,418,123,0,0,0,0,x
44,418,89,0,0,0,0,x
45,418,55,0,0,0,0,x
46,418,21,0,0,0,0,x
47,340,21,1,0,0,1,x
471,340,55,1,2,0,0,x
472,340,89,1,2,0,0,x
473,340,123,1,2,0,0,x
474,340,158,1,2,0,0,x
475,340,192,1,2,0,0,x
476,340,225,1,2,0,0,x
477,340,265,1,2,0,0,x
478,340,315,1,2,0,0,x
48,261,21,0,0,0,0,x
49,261,55,0,0,0,0,x
50,261,89,0,0,0,0,x
51,261,123,0,0,0,0,x
52,261,158,0,2,1,0,x
53,261,192,0,0,0,0,x
54,261,225,0,0,0,0,x
55,275,265,0,0,0,0,x
56,245,303,0,0,0,0,y
57,208,285,0,0,0,0,y
58,177,285,0,0,0,0,y
59,145,285,1,0,0,0,y
60,113,285,0,0,0,0,y
61,81,285,0,0,0,0,y
62,49,285,0,0,0,0,y
63,17,285,0,0,0,0,y
64,17,365,1,0,0,1,y
641,49,365,1,1,0,0,y
642,87,365,1,1,0,0,y
643,113,365,1,1,0,0,y
644,145,365,1,1,0,0,y
645,176,365,1,1,0,0,y
646,209,365,1,1,0,0,y
647,245,365,1,1,0,0,y
648,295,365,1,1,0,0,y
65,17,450,0,0,0,0,y
66,49,450,0,0,0,0,y
67,81,450,0,0,0,0,y
68,113,450,0,0,0,0,y
